site,year,date_time,rain,fstrips,fcontrol,pad,,
arm,2016,9/16/2016 2:05,0.001,,,,,
arm,2016,9/16/2016 2:10,0,,1034,,,
arm,2016,9/16/2016 2:20,0.001,,1034,,,
arm,2016,9/16/2016 2:25,0,,1034,,,
arm,2016,10/4/2016 13:50,0.002,,,,,
arm,2016,10/4/2016 13:55,0.001,,,,,
arm,2016,10/4/2016 15:55,0.001,,,,,
arm,2016,10/4/2016 16:05,0.001,,,,,
arm,2016,10/4/2016 16:10,0.004,,,,,
arm,2016,10/4/2016 16:25,0.003,,,,,
arm,2016,10/4/2016 16:30,0.003,,,,,
arm,2016,10/4/2016 16:35,0.002,,,,,
arm,2016,10/4/2016 16:40,0.003,,,,,
arm,2016,10/4/2016 16:45,0.001,,,,,
arm,2016,10/4/2016 16:50,0.001,,,,,
arm,2016,10/4/2016 16:55,0.001,,,,,
arm,2016,10/4/2016 17:25,0.001,,,,,
arm,2016,10/4/2016 17:30,0.002,,,,,
arm,2016,10/4/2016 17:35,0.001,,,,,
arm,2016,10/4/2016 17:40,0.001,,,,,
arm,2016,10/4/2016 17:45,0.001,,,,,
arm,2016,10/4/2016 17:50,0.001,,,,,
arm,2016,10/4/2016 18:05,0.001,,,,,
arm,2016,10/4/2016 18:10,0.001,,,,,
arm,2016,10/4/2016 18:40,0.001,,,,,
arm,2016,10/4/2016 19:00,0.001,,,,,
arm,2016,10/4/2016 19:15,0.001,,,,,
arm,2016,10/4/2016 19:25,0.001,,,,,
arm,2016,10/4/2016 19:30,0.001,,,,,
arm,2016,10/4/2016 19:35,0.001,,,,,
arm,2016,10/4/2016 19:45,0.001,,,,,
arm,2016,10/4/2016 20:00,0.001,,,,,
arm,2016,10/4/2016 20:15,0.002,,,,,
arm,2016,10/4/2016 20:20,0.002,,,,,
arm,2016,10/4/2016 20:50,0.001,,,,,
arm,2016,10/4/2016 20:55,0.001,,,,,
arm,2016,10/4/2016 21:55,0.002,,,,,
arm,2016,10/4/2016 22:05,0.002,,,,,
arm,2016,10/4/2016 22:30,0.001,,,,,
arm,2016,10/6/2016 11:30,0.001,,,,,
arm,2016,10/6/2016 11:40,0.001,,,,,
arm,2016,10/6/2016 13:35,0.001,,,,,
arm,2016,10/6/2016 14:15,0.001,,,,,
arm,2016,10/6/2016 14:20,0.001,,,,,
arm,2016,10/6/2016 14:25,0.001,,,,,
arm,2016,10/6/2016 19:25,0.001,,,,,
arm,2016,10/6/2016 19:30,0.001,,,,,
arm,2016,10/26/2016 0:40,0.001,,,,,
arm,2016,11/2/2016 3:55,0.001,,,,,
arm,2016,11/2/2016 4:30,0.002,,,,,
arm,2016,11/2/2016 4:35,0.008,,,,,
arm,2016,11/2/2016 4:40,0.003,,,,,
arm,2017,3/29/2017 5:50,0.001,,,,,
arm,2017,3/29/2017 6:00,0.001,,,,,
arm,2017,3/29/2017 13:05,0.001,,,,,
arm,2017,4/2/2017 7:55,0.001,,,,,
arm,2017,4/2/2017 8:00,0.001,,,,,
arm,2017,4/14/2017 12:55,0.001,,,,,
arm,2017,4/14/2017 13:00,0.002,,,,,
arm,2017,4/14/2017 13:15,0.001,,,,,
arm,2017,4/14/2017 13:20,0.001,,,,,
arm,2017,4/14/2017 13:25,0.002,,,,,
arm,2017,4/14/2017 13:35,0.002,,,,,
arm,2017,4/14/2017 13:40,0.002,,,,,
arm,2017,4/14/2017 13:45,0.001,,,,,
arm,2017,4/14/2017 13:50,0.001,,,,,
arm,2017,4/14/2017 14:00,0.001,,,,,
arm,2017,4/14/2017 14:05,0.001,,,,,
arm,2017,4/14/2017 14:10,0.004,,,,,
arm,2017,4/14/2017 14:15,0.001,,,,,
arm,2017,4/15/2017 7:25,0.001,,,,,
arm,2017,4/15/2017 7:30,0.001,,,,,
arm,2017,4/18/2017 8:55,0.001,,,,,
arm,2017,4/18/2017 9:10,0.001,,,,,
arm,2017,4/18/2017 9:15,0.002,,,,,
arm,2017,4/18/2017 9:20,0.001,,,,,
arm,2017,4/18/2017 9:25,0.001,,,,,
arm,2017,4/18/2017 9:30,0.001,,,,,
arm,2017,4/18/2017 9:40,0.001,,,,,
arm,2017,4/19/2017 4:05,0.001,,,,,
arm,2017,4/19/2017 4:40,0.001,,,,,
arm,2017,4/19/2017 4:45,0.001,,,,,
arm,2017,4/19/2017 8:35,0.001,,,,,
arm,2017,4/19/2017 8:40,0.001,,,,,
arm,2017,4/19/2017 8:50,0.001,,,,,
arm,2017,4/28/2017 8:15,0.001,,,,,
arm,2017,4/30/2017 8:55,0.001,,,,,
arm,2017,4/30/2017 9:00,0.001,,,,,
arm,2017,4/30/2017 9:05,0.001,,,,,
arm,2017,4/30/2017 9:20,0.001,,,,,
arm,2017,4/30/2017 9:25,0.001,,,,,
arm,2017,4/30/2017 9:30,0.001,,,,,
arm,2017,4/30/2017 9:35,0.001,,,,,
arm,2017,4/30/2017 9:40,0.001,,,,,
arm,2017,4/30/2017 13:35,0.001,,,,,
arm,2017,4/30/2017 13:40,0.001,,,,,
arm,2017,4/30/2017 13:45,0.001,,,,,
arm,2017,4/30/2017 13:55,0.001,,,,,
arm,2017,4/30/2017 14:00,0.001,,,,,
arm,2017,4/30/2017 14:05,0.001,,,,,
arm,2017,4/30/2017 15:15,0.001,,,,,
arm,2017,4/30/2017 16:10,0.001,,,,,
arm,2017,4/30/2017 16:50,0.001,,,,,
arm,2017,4/30/2017 17:00,0.001,,,,,
arm,2017,5/1/2017 1:10,0.001,,,,,
arm,2017,5/1/2017 2:05,0.001,,,,,
arm,2017,5/1/2017 2:15,0.001,,,,,
arm,2017,5/1/2017 3:15,0.001,,,,,
arm,2017,5/3/2017 8:45,0,,,1,,
arm,2017,5/10/2017 6:50,0.005,,,1,,
arm,2017,5/10/2017 6:55,0.001,,2007,1,,
arm,2017,5/10/2017 7:00,0.001,,2007,1,,
arm,2017,5/10/2017 7:05,0.002,,2007,1,,
arm,2017,5/10/2017 7:15,0.001,,2007,1,,
arm,2017,5/10/2017 7:20,0.001,,2007,1,,
arm,2017,5/10/2017 7:25,0.003,,2007,1,,
arm,2017,5/10/2017 7:30,0.002,,2007,1,,
arm,2017,5/10/2017 7:40,0.001,,2007,1,,
arm,2017,5/10/2017 7:45,0.001,,2007,1,,
arm,2017,5/10/2017 7:50,0.001,,2007,1,,
arm,2017,5/10/2017 8:35,0.001,,2007,1,,
arm,2017,5/10/2017 10:40,0.005,,2007,1,,
arm,2017,5/10/2017 10:45,0.001,,2007,1,,
arm,2017,5/10/2017 10:50,0.001,,2007,1,,
arm,2017,5/10/2017 11:10,0.001,,2007,1,,
arm,2017,5/11/2017 11:05,0,,2007,1,,
arm,2017,5/16/2017 20:00,0.001,,,1,,
arm,2017,5/16/2017 20:05,0.001,,,1,,
arm,2017,5/16/2017 20:10,0.004,,,1,,
arm,2017,5/16/2017 20:15,0.001,,2011,1,,
arm,2017,5/16/2017 21:00,0.002,,2011,1,,
arm,2017,5/16/2017 21:05,0.002,,2011,1,,
arm,2017,5/16/2017 21:10,0.001,,2011,1,,
arm,2017,5/16/2017 21:15,0.004,,2011,1,,
arm,2017,5/16/2017 21:20,0.003,,2011,1,,
arm,2017,5/16/2017 21:25,0.001,,2011,1,,
arm,2017,5/16/2017 21:30,0.001,,2011,1,,
arm,2017,5/16/2017 22:00,0.001,,2011,1,,
arm,2017,5/16/2017 22:10,0.001,,2011,1,,
arm,2017,5/16/2017 22:15,0.006,,2011,1,,
arm,2017,5/16/2017 22:20,0.005,,2011,1,,
arm,2017,5/16/2017 22:25,0.002,,2011,1,,
arm,2017,5/16/2017 22:30,0.001,,2011,1,,
arm,2017,5/16/2017 22:35,0.001,,2011,1,,
arm,2017,5/16/2017 22:40,0.001,,2011,1,,
arm,2017,5/16/2017 23:00,0.001,,2011,1,,
arm,2017,5/16/2017 23:05,0.001,,2011,1,,
arm,2017,5/17/2017 0:00,0,,2011,1,,
arm,2017,5/17/2017 0:05,0,,2012,1,,
arm,2017,5/17/2017 0:15,0.001,,2012,1,,
arm,2017,5/17/2017 0:20,0.001,,2012,1,,
arm,2017,5/17/2017 5:45,0.001,,2012,1,,
arm,2017,5/17/2017 11:25,0.001,,2012,1,,
arm,2017,5/17/2017 11:30,0.001,,2012,1,,
arm,2017,5/17/2017 15:25,0.001,,2012,1,,
arm,2017,5/17/2017 15:30,0.002,,2012,1,,
arm,2017,5/17/2017 15:35,0.001,,2012,1,,
arm,2017,5/18/2017 13:50,0,,2012,1,,
arm,2017,5/18/2017 22:25,0.001,,,1,,
arm,2017,5/18/2017 22:30,0.001,,,1,,
arm,2017,5/18/2017 22:35,0.001,,,1,,
arm,2017,5/18/2017 22:45,0,,2014,1,,
arm,2017,5/18/2017 23:05,0.001,,2014,1,,
arm,2017,5/18/2017 23:10,0.001,,2014,1,,
arm,2017,5/18/2017 23:15,0.001,,2014,1,,
arm,2017,5/18/2017 23:20,0.001,,2014,1,,
arm,2017,5/18/2017 23:30,0.001,,2014,1,,
arm,2017,5/18/2017 23:45,0.001,,2014,1,,
arm,2017,5/18/2017 23:55,0.001,,2014,1,,
arm,2017,5/19/2017 0:05,0.001,,2014,1,,
arm,2017,5/19/2017 0:15,0.001,,2014,1,,
arm,2017,5/19/2017 0:20,0.001,,2014,1,,
arm,2017,5/19/2017 0:25,0.001,,2014,1,,
arm,2017,5/19/2017 0:30,0.001,,2014,1,,
arm,2017,5/19/2017 0:35,0.001,,2014,1,,
arm,2017,5/19/2017 0:40,0.001,,2014,1,,
arm,2017,5/19/2017 0:45,0.001,,2014,1,,
arm,2017,5/19/2017 0:50,0.001,,2014,1,,
arm,2017,5/19/2017 21:40,0.001,,2014,1,,
arm,2017,5/19/2017 21:45,0.001,,2014,1,,
arm,2017,5/19/2017 21:55,0.001,,2014,1,,
arm,2017,5/19/2017 22:00,0.001,,2014,1,,
arm,2017,5/19/2017 22:05,0.001,,2014,1,,
arm,2017,5/19/2017 22:10,0.001,,2014,1,,
arm,2017,5/19/2017 22:15,0.001,,2014,1,,
arm,2017,5/19/2017 22:20,0.001,,2014,1,,
arm,2017,5/19/2017 22:25,0.001,,2014,1,,
arm,2017,5/19/2017 23:10,0.001,,2014,1,,
arm,2017,5/20/2017 1:15,0.001,,2014,1,,
arm,2017,5/20/2017 1:35,0.001,,2014,1,,
arm,2017,5/20/2017 2:20,0.001,,2014,1,,
arm,2017,5/20/2017 6:10,0.001,,2014,1,,
arm,2017,5/20/2017 6:15,0.001,,2014,1,,
arm,2017,5/20/2017 7:25,0.001,,2014,1,,
arm,2017,5/20/2017 7:30,0.001,,2014,1,,
arm,2017,5/20/2017 7:35,0.001,,2014,1,,
arm,2017,5/20/2017 7:40,0.001,,2014,1,,
arm,2017,5/20/2017 8:00,0.001,,2014,1,,
arm,2017,5/20/2017 8:10,0.001,,2014,1,,
arm,2017,5/20/2017 8:15,0.002,,2014,1,,
arm,2017,5/20/2017 8:20,0.001,,2014,1,,
arm,2017,5/21/2017 8:15,0,,2014,1,,
arm,2017,5/22/2017 13:15,0.001,,,1,,
arm,2017,5/22/2017 18:45,0.001,,,1,,
arm,2017,5/24/2017 8:45,0,,,2,,
arm,2017,5/27/2017 9:10,0.001,,,2,,
arm,2017,5/27/2017 9:15,0.001,,,2,,
arm,2017,5/27/2017 9:30,0.001,,,2,,
arm,2017,5/27/2017 9:40,0.002,,,2,,
arm,2017,5/27/2017 9:45,0.001,,,2,,
arm,2017,5/27/2017 9:55,0.001,,,2,,
arm,2017,5/27/2017 10:05,0.001,,,2,,
arm,2017,5/27/2017 10:20,0.001,,,2,,
arm,2017,6/2/2017 3:40,0.002,,,2,,
arm,2017,6/2/2017 3:45,0.005,,,2,,
arm,2017,6/2/2017 3:50,0.002,,,2,,
arm,2017,6/7/2017 8:45,0,,,3,,
arm,2017,6/12/2017 19:40,0.001,,,3,,
arm,2017,6/14/2017 0:10,0.001,,,3,,
arm,2017,6/14/2017 0:15,0.001,,,3,,
arm,2017,6/14/2017 0:20,0.001,,,3,,
arm,2017,6/14/2017 0:25,0.001,,,3,,
arm,2017,6/14/2017 0:45,0.001,,,3,,
arm,2017,6/14/2017 0:50,0.001,,,3,,
arm,2017,6/14/2017 2:05,0.001,,,3,,
arm,2017,6/14/2017 6:15,0.004,,,3,,
arm,2017,6/14/2017 6:20,0.003,,,3,,
arm,2017,6/14/2017 6:25,0.002,,,3,,
arm,2017,6/14/2017 6:30,0.001,,,3,,
arm,2017,6/14/2017 6:35,0.001,,,3,,
arm,2017,6/14/2017 6:40,0.001,,,3,,
arm,2017,6/14/2017 7:30,0.003,,,3,,
arm,2017,6/14/2017 7:35,0.001,,,3,,
arm,2017,6/14/2017 8:00,0.001,,,3,,
arm,2017,6/14/2017 8:05,0.005,,,3,,
arm,2017,6/14/2017 8:10,0.001,,2020,3,,
arm,2017,6/14/2017 8:35,0.001,,2020,3,,
arm,2017,6/14/2017 8:40,0.002,,2020,3,,
arm,2017,6/14/2017 8:45,0.001,,2020,3,,
arm,2017,6/14/2017 8:50,0.001,,2020,3,,
arm,2017,6/14/2017 9:45,0,,2020,3,,
arm,2017,6/15/2017 22:00,0.001,,,3,,
arm,2017,6/15/2017 23:10,0.001,,,3,,
arm,2017,6/15/2017 23:15,0.001,,,3,,
arm,2017,6/16/2017 20:50,0.004,2021,,3,,
arm,2017,6/16/2017 20:55,0.013,2021,2022,3,,
arm,2017,6/16/2017 21:00,0.013,2021,2022,3,,
arm,2017,6/16/2017 21:05,0.009,2021,2022,3,,
arm,2017,6/16/2017 21:10,0.011,2021,2022,3,,
arm,2017,6/16/2017 21:15,0.004,2021,2022,3,,
arm,2017,6/16/2017 21:20,0.001,2021,2022,3,,
arm,2017,6/17/2017 6:25,0,2021,2022,3,,
arm,2017,6/17/2017 21:15,0,,2022,3,,
arm,2017,6/23/2017 0:40,0.001,,,3,,
arm,2017,6/23/2017 0:45,0.001,,,3,,
arm,2017,6/23/2017 0:50,0.003,,,3,,
arm,2017,6/23/2017 0:55,0.004,,,3,,
arm,2017,6/23/2017 1:00,0.001,,,3,,
arm,2017,6/23/2017 1:05,0.002,,,3,,
arm,2017,6/23/2017 1:10,0.002,,,3,,
arm,2017,6/27/2017 8:45,0,,,3,,
arm,2017,6/28/2017 2:55,0.001,,,,,
arm,2017,6/28/2017 4:10,0.001,,,,,
arm,2017,6/28/2017 4:15,0.001,,,,,
arm,2017,6/28/2017 4:20,0.001,,,,,
arm,2017,6/28/2017 4:30,0.001,,,,,
arm,2017,6/28/2017 4:35,0.001,,,,,
arm,2017,8/3/2017 6:20,0.002,,,,,
arm,2017,8/3/2017 6:25,0.001,,,,,
arm,2017,8/15/2017 10:10,0.001,,,,,
arm,2017,8/15/2017 10:15,0.004,,,,,
arm,2017,8/15/2017 10:20,0.003,,,,,
arm,2017,8/15/2017 10:25,0.004,,,,,
arm,2017,8/15/2017 10:30,0.005,,,,,
arm,2017,8/15/2017 10:35,0.001,,,,,
arm,2017,8/15/2017 10:45,0.001,,,,,
arm,2017,8/15/2017 10:50,0.001,,,,,
arm,2017,8/15/2017 10:55,0.002,,,,,
arm,2017,8/15/2017 11:05,0.001,,,,,
arm,2017,8/15/2017 11:10,0.001,,,,,
arm,2017,8/16/2017 10:20,0.004,,,,,
arm,2017,8/16/2017 10:25,0.01,,,,,
arm,2017,8/16/2017 10:30,0.005,,,,,
arm,2017,8/16/2017 10:35,0.003,,,,,
arm,2017,8/20/2017 2:40,0.001,,,,,
arm,2017,8/20/2017 2:50,0.001,,,,,
arm,2017,8/20/2017 2:55,0.002,,,,,
arm,2017,8/20/2017 3:00,0.004,,,,,
arm,2017,8/20/2017 3:05,0.001,,,,,
arm,2017,8/20/2017 3:10,0.001,,,,,
arm,2017,8/20/2017 3:40,0.001,,,,,
arm,2017,8/20/2017 3:50,0.001,,,,,
arm,2017,8/20/2017 4:10,0.001,,,,,
arm,2017,8/21/2017 2:20,0.003,,,,,
arm,2017,8/21/2017 2:25,0.004,,,,,
arm,2017,8/21/2017 2:30,0.003,,,,,
arm,2017,8/21/2017 2:35,0.001,,,,,
arm,2017,8/21/2017 2:40,0.004,,,,,
arm,2017,8/21/2017 2:45,0.007,,,,,
arm,2017,8/21/2017 2:50,0.002,,,,,
arm,2017,8/21/2017 2:55,0.001,,,,,
arm,2017,8/21/2017 3:00,0.001,,,,,
arm,2017,8/21/2017 3:05,0.001,,,,,
arm,2017,8/21/2017 3:10,0.002,,,,,
arm,2017,8/21/2017 3:15,0.002,,,,,
arm,2017,8/21/2017 3:20,0.002,,,,,
arm,2017,8/21/2017 3:35,0.001,,,,,
arm,2017,8/21/2017 3:50,0.003,,,,,
arm,2017,8/21/2017 3:55,0.001,,,,,
arm,2017,8/21/2017 4:05,0.003,,,,,
arm,2017,8/21/2017 4:10,0.003,,,,,
arm,2017,8/21/2017 4:15,0.004,,,,,
arm,2017,8/21/2017 4:20,0.002,,,,,
arm,2017,8/21/2017 4:25,0.001,,,,,
arm,2017,8/21/2017 4:30,0.001,,,,,
arm,2017,8/21/2017 4:35,0.002,,,,,
arm,2017,8/21/2017 4:40,0.004,,,,,
arm,2017,8/21/2017 4:45,0.001,,,,,
arm,2017,8/21/2017 5:30,0.002,,,,,
arm,2017,8/21/2017 5:35,0.001,,,,,
arm,2017,8/21/2017 6:30,0.001,,,,,
arm,2017,8/21/2017 6:35,0.001,,,,,
arm,2017,8/21/2017 6:40,0.001,,,,,
arm,2017,8/21/2017 6:45,0.002,,,,,
arm,2017,8/21/2017 6:50,0.002,,,,,
arm,2017,8/21/2017 6:55,0.001,,,,,
arm,2017,8/21/2017 7:10,0.001,,,,,
arm,2017,8/21/2017 7:15,0.001,,,,,
arm,2017,8/21/2017 7:35,0.002,,,,,
arm,2017,8/21/2017 8:35,0.001,,,,,
arm,2017,8/21/2017 18:05,0.001,,,,,
arm,2017,8/21/2017 21:45,0.001,,,,,
arm,2017,8/21/2017 21:50,0.002,,,,,
arm,2017,8/21/2017 21:55,0.001,,,,,
arm,2017,8/21/2017 22:10,0.001,,,,,
arm,2017,8/21/2017 22:15,0.002,,,,,
arm,2017,8/21/2017 22:20,0.003,,,,,
arm,2017,8/21/2017 22:25,0.001,,,,,
arm,2017,8/21/2017 22:30,0.001,,,,,
arm,2017,8/25/2017 8:15,0.001,,,,,
arm,2017,8/25/2017 8:30,0.001,,,,,
arm,2017,8/25/2017 8:40,0.001,,,,,
arm,2017,8/25/2017 8:45,0.001,,,,,
arm,2017,8/25/2017 8:50,0.001,,,,,
arm,2017,9/16/2017 22:35,0.001,,,,,
arm,2017,9/16/2017 22:40,0.001,,,,,
arm,2017,9/16/2017 22:45,0.001,,,,,
arm,2017,9/16/2017 22:50,0.001,,,,,
arm,2017,9/16/2017 23:15,0.004,,,,,
arm,2017,9/16/2017 23:20,0.001,,,,,
arm,2017,9/16/2017 23:25,0.004,,,,,
arm,2017,9/16/2017 23:30,0.001,,,,,
arm,2017,9/16/2017 23:35,0.001,,,,,
arm,2017,9/16/2017 23:45,0.001,,,,,
arm,2017,9/16/2017 23:50,0.001,,,,,
arm,2017,9/16/2017 23:55,0.001,,,,,
arm,2017,9/17/2017 0:00,0.001,,,,,
arm,2017,9/17/2017 0:05,0.001,,,,,
arm,2017,9/17/2017 0:10,0.001,,,,,
arm,2017,9/18/2017 8:10,0.001,,,,,
arm,2017,9/18/2017 8:15,0.001,,,,,
arm,2017,9/18/2017 8:20,0.001,,,,,
arm,2017,9/18/2017 8:30,0.001,,,,,
arm,2017,9/18/2017 9:00,0.001,,,,,
arm,2017,9/25/2017 12:50,0.001,,,,,
arm,2017,9/25/2017 12:55,0.003,,,,,
arm,2017,9/25/2017 13:00,0.002,,,,,
arm,2017,9/25/2017 15:55,0.001,,,,,
arm,2017,9/25/2017 16:00,0.001,,,,,
arm,2017,9/25/2017 16:05,0.002,,,,,
arm,2017,9/25/2017 16:10,0.005,,,,,
arm,2017,9/25/2017 16:15,0.004,,,,,
arm,2017,9/25/2017 16:20,0.001,,,,,
arm,2017,9/25/2017 16:25,0.003,,,,,
arm,2017,9/25/2017 16:30,0.001,,,,,
arm,2017,9/25/2017 16:45,0.001,,,,,
arm,2017,9/25/2017 17:10,0.001,,,,,
arm,2017,9/25/2017 17:15,0.003,,,,,
arm,2017,10/1/2017 7:30,0.001,,,,,
arm,2017,10/2/2017 3:10,0.001,,,,,
arm,2017,10/2/2017 3:20,0.001,,,,,
arm,2017,10/2/2017 3:35,0.001,,,,,
arm,2017,10/2/2017 3:40,0.001,,,,,
arm,2017,10/2/2017 3:45,0.001,,,,,
arm,2017,10/2/2017 4:00,0.001,,,,,
arm,2017,10/2/2017 5:05,0.001,,,,,
arm,2017,10/2/2017 5:15,0.001,,,,,
arm,2017,10/2/2017 6:00,0.002,,,,,
arm,2017,10/2/2017 11:40,0.001,,,,,
arm,2017,10/4/2017 1:50,0.001,,,,,
arm,2017,10/5/2017 10:25,0.001,,,,,
arm,2017,10/5/2017 11:00,0.001,,,,,
arm,2017,10/5/2017 12:00,0.001,,,,,
arm,2017,10/5/2017 12:20,0.001,,,,,
arm,2017,10/5/2017 16:30,0.001,,,,,
arm,2017,10/5/2017 17:25,0.001,,,,,
arm,2017,10/6/2017 21:45,0.001,,,,,
arm,2017,10/6/2017 22:35,0.001,,,,,
arm,2017,10/6/2017 22:40,0.001,,,,,
arm,2017,10/6/2017 22:45,0.003,,,,,
arm,2017,10/6/2017 22:50,0.002,,,,,
arm,2017,10/6/2017 22:55,0.004,,,,,
arm,2017,10/6/2017 23:00,0.003,,,,,
arm,2017,10/6/2017 23:05,0.001,,,,,
arm,2017,10/6/2017 23:10,0.001,,,,,
arm,2017,10/6/2017 23:15,0.002,,,,,
arm,2017,10/6/2017 23:20,0.003,,,,,
arm,2017,10/6/2017 23:25,0.001,,,,,
arm,2017,10/6/2017 23:35,0.001,,,,,
arm,2017,10/6/2017 23:45,0.001,,,,,
arm,2017,10/6/2017 23:55,0.001,,,,,
arm,2017,10/7/2017 0:10,0.001,,,,,
arm,2017,10/7/2017 0:20,0.001,,,,,
arm,2017,10/7/2017 0:30,0.001,,,,,
arm,2017,10/7/2017 0:40,0.001,,,,,
arm,2017,10/7/2017 6:35,0.001,,,,,
arm,2017,10/7/2017 6:45,0.001,,,,,
arm,2017,10/7/2017 6:55,0.001,,,,,
arm,2017,10/7/2017 8:10,0.001,,,,,
arm,2017,10/7/2017 11:05,0.001,,,,,
arm,2017,10/10/2017 2:55,0.001,,,,,
arm,2017,10/10/2017 3:00,0.001,,,,,
arm,2017,10/10/2017 3:05,0.001,,,,,
arm,2017,10/10/2017 3:15,0.001,,,,,
arm,2017,10/10/2017 3:20,0.001,,,,,
arm,2017,10/10/2017 3:40,0.001,,,,,
arm,2017,10/10/2017 3:45,0.001,,,,,
arm,2017,10/10/2017 3:50,0.001,,,,,
arm,2017,10/10/2017 3:55,0.001,,,,,
arm,2017,10/10/2017 4:00,0.001,,,,,
arm,2017,10/10/2017 4:10,0.001,,,,,
arm,2017,10/10/2017 4:15,0.001,,,,,
arm,2017,10/10/2017 4:20,0.001,,,,,
arm,2017,10/10/2017 4:30,0.001,,,,,
arm,2017,10/10/2017 5:25,0.001,,,,,
arm,2017,10/10/2017 5:30,0.001,,,,,
arm,2017,10/14/2017 6:55,0.001,,,,,
arm,2017,10/14/2017 9:40,0.003,,,,,
arm,2017,10/14/2017 9:45,0.002,,,,,
arm,2017,10/14/2017 9:50,0.001,,,,,
arm,2017,10/14/2017 9:55,0.001,,,,,
arm,2017,10/14/2017 10:00,0.001,,,,,
arm,2017,10/14/2017 10:10,0.001,,,,,
arm,2017,10/14/2017 10:25,0.001,,,,,
arm,2017,10/21/2017 3:35,0.001,,,,,
arm,2017,10/21/2017 3:40,0.003,,,,,
arm,2017,10/21/2017 16:15,0.001,,,,,
arm,2017,10/21/2017 16:20,0.003,,,,,
arm,2017,10/21/2017 16:30,0.002,,,,,
arm,2018,5/1/2018 3:50,0.001,,,,,
arm,2018,5/1/2018 19:45,0.001,,,,,
