SiteID,precipitation,rain_time,subtreatment,Treatment,sampleID,rf_event,sample_event,ro_event,Year,flow_time,flow,tss_sum,random,rf_rate,crop,f_loc,per_prairie,plant_date
MCN,0.009,376,prairie strip,strips,4052,70,,,2019,,,,R,1.436170213,corn,gw,0.0318,115
MCN,0.015,286,prairie strip,strips,4058,74,,,2019,,,,R,3.146853147,corn,gw,0.0318,115
MCN,0.013,346,prairie strip,strips,4058,76,,,2019,,,,R,2.25433526,corn,gw,0.0318,115
MCN,0.023,681,prairie strip,strips,4070,80,,,2019,,,,R,2.026431718,corn,gw,0.0318,115
MCN,0.01,296,prairie strip,strips,4071,82,,,2019,,,,R,2.027027027,corn,gw,0.0318,115
MCN,0.008,511,prairie strip,strips,5000,2,,,2020,,,,R,0.939334638,soybean,gw,0.0318,
MCN,0.057,111,control,control,5001,8,,,2020,,,,R,30.81081081,soybean,gw,0,
MCN,0.057,111,prairie strip,strips,5002,8,,,2020,,,,R,30.81081081,soybean,gw,0.0318,
MCN,0.013,76,prairie strip,strips,5003,10,,,2020,,,,R,10.26315789,soybean,gw,0.0318,
MCN,0.011,41,prairie strip,strips,5009,16,,,2020,,,,R,16.09756098,soybean,gw,0.0318,
MCN,0.009,11,prairie strip,strips,5009,18,,,2020,,,,R,49.09090909,soybean,gw,0.0318,
MCN,0.015,31,prairie strip,strips,5012,20,,,2020,,,,R,29.03225806,soybean,gw,0.0318,
MCN,0.039,631,prairie strip,strips,5019,26,,,2020,,,,R,3.708399366,soybean,gw,0.0318,
RHO,0.036,191,control,control,1014,28,,,2016,,,,R,11.30890052,corn,gw,0,
RHO,0.036,191,prairie strip,strips,1013,28,,,2016,,,,R,11.30890052,corn,gw,0.0662,
RHO,0.046,591,control,control,1021,58,,,2016,,,,R,4.670050761,corn,gw,0,
RHO,0.029,201,control,control,1028,72,,,2016,,,,R,8.656716418,corn,gw,0,
RHO,0.015,251,control,control,1033,76,,,2016,,,,R,3.585657371,corn,gw,0,
RHO,0.013,106,control,control,1039,86,,,2016,,,,R,7.358490566,corn,gw,0,
RHO,0.014,196,prairie strip,strips,2006,18,,,2017,,,,R,4.285714286,corn,gw,0.0662,114
RHO,0.029,491,control,control,2010,20,,,2017,,,,R,3.543788187,corn,gw,0,114
RHO,0.013,11,control,control,2013,22,,,2017,,,,R,70.90909091,corn,gw,0,114
RHO,0.025,166,control,control,2013,26,,,2017,,,,R,9.036144578,corn,gw,0,114
RHO,0.013,101,control,control,2016,28,,,2017,,,,R,7.722772277,corn,gw,0,114
RHO,0.017,36,control,control,2019,32,,,2017,,,,R,28.33333333,corn,gw,0,114
RHO,0.017,36,prairie strip,strips,2018,32,,,2017,,,,R,28.33333333,corn,gw,0.0662,114
RHO,0.027,31,control,control,2026,36,,,2017,,,,R,52.25806452,corn,gw,0,114
RHO,0.027,31,prairie strip,strips,2025,36,,,2017,,,,R,52.25806452,corn,gw,0.0662,114
RHO,0.018,246,control,control,2027,78,,,2017,,,,R,4.390243902,corn,gw,0,114
RHO,0.034,536,control,control,2027,80,,,2017,,,,R,3.805970149,corn,gw,0,114
RHO,0.019,556,control,control,2027,84,,,2017,,,,R,2.050359712,corn,gw,0,114
RHO,0.016,86,control,control,3008,10,1,12,2018,506,758.573,0.350441849,R,11.1627907,corn,gw,0,128
RHO,0.016,86,prairie strip,strips,NS,10,1,,2018,0,0,0,R,11.1627907,corn,gw,0.0662,128
RHO,0.139,381,control,control,NS,20,2,,2018,0,0,0,R,21.88976378,corn,gw,0,128
RHO,0.139,381,prairie strip,strips,3017,20,2,6,2018,1206,15772.082,22.9213654,R,21.88976378,corn,gw,0.0662,128
RHO,0.021,66,prairie strip,strips,3021,24,3,12,2018,1066,2520.362,1.147663074,R,19.09090909,corn,gw,0.0662,128
RHO,0.011,321,control,control,3024,26,3,18,2018,3796,8754.961,0.709909393,R,2.056074766,corn,gw,0,128
RHO,0.011,321,prairie strip,strips,3021,26,3,12,2018,1066,2520.362,1.147663074,R,2.056074766,corn,gw,0.0662,128
RHO,0.076,591,control,control,3029,32,4,22,2018,2331,40930.402,59.85951115,R,7.715736041,corn,gw,0,128
RHO,0.076,591,prairie strip,strips,3028,32,4,18,2018,1881,14652.472,2.147039114,R,7.715736041,corn,gw,0.0662,128
RHO,0.061,436,control,control,3038,36,4,22,2018,2331,40930.402,0.98362964,R,8.394495413,corn,gw,0,128
RHO,0.061,436,control,control,3038,36,4,28,2018,2171,36621.807,19.38965767,R,8.394495413,corn,gw,0,128
RHO,0.061,436,prairie strip,strips,3037,36,4,18,2018,1881,14652.472,0.163211085,R,8.394495413,corn,gw,0.0662,128
RHO,0.061,436,prairie strip,strips,3037,36,4,20,2018,1036,9258.3,0.609555825,R,8.394495413,corn,gw,0.0662,128
RHO,0.03,121,control,control,3042,50,5,48,2018,3696,8033.684,4.057102504,R,14.87603306,corn,gw,0,128
RHO,0.033,151,control,control,3042,52,5,48,2018,3696,8033.684,4.057102504,R,13.11258278,corn,gw,0,128
RHO,0.033,151,prairie strip,strips,NS,52,5,,2018,0,0,0,R,13.11258278,corn,gw,0.0662,128
RHO,0.019,366,control,control,3045,58,6,70,2018,3411,1069.197,0.266482396,R,3.114754098,corn,gw,0,128
RHO,0.019,366,control,control,3045,58,6,80,2018,956,84.876,0.024197524,R,3.114754098,corn,gw,0,128
RHO,0.007,116,control,control,3045,60,6,70,2018,3411,1069.197,0.266482396,R,3.620689655,corn,gw,0,128
RHO,0.007,116,control,control,3045,60,6,80,2018,956,84.876,0.024197524,R,3.620689655,corn,gw,0,128
RHO,0.012,271,control,control,3045,64,6,70,2018,3411,1069.197,0.266482396,R,2.656826568,corn,gw,0,128
RHO,0.012,271,control,control,3045,64,6,80,2018,956,84.876,0.024197524,R,2.656826568,corn,gw,0,128
RHO,0.012,271,prairie strip,strips,NS,64,6,,2018,0,0,0,R,2.656826568,corn,gw,0.0662,128
RHO,0.056,316,control,control,3054,68,7,82,2018,9236,36526.178,24.79390288,R,10.63291139,corn,gw,0,128
RHO,0.056,316,prairie strip,strips,3053,68,7,38,2018,1546,5916.434,1.918764156,R,10.63291139,corn,gw,0.0662,128
RHO,0.056,316,prairie strip,strips,3053,68,7,42,2018,1361,1961.964,0.436886954,R,10.63291139,corn,gw,0.0662,128
RHO,0.026,406,control,control,3054,72,7,82,2018,9236,36526.178,24.79390288,R,3.842364532,corn,gw,0,128
RHO,0.013,166,control,control,3054,74,7,82,2018,9236,36526.178,24.79390288,R,4.698795181,corn,gw,0,128
RHO,0.009,221,control,control,3054,76,7,82,2018,9236,36526.178,24.79390288,R,2.443438914,corn,gw,0,128
RHO,0.009,221,prairie strip,strips,3053,76,7,38,2018,1546,5916.434,1.918764156,R,2.443438914,corn,gw,0.0662,128
RHO,0.009,221,prairie strip,strips,3053,76,7,42,2018,1361,1961.964,0.436886954,R,2.443438914,corn,gw,0.0662,128
RHO,0.025,216,control,control,3062,82,8,100,2018,10526,24837.534,10.27947613,R,6.944444444,corn,gw,0,128
RHO,0.025,216,prairie strip,strips,3061,82,8,44,2018,1716,4323.81,6.313361012,R,6.944444444,corn,gw,0.0662,128
RHO,0.013,96,control,control,3066,86,8,100,2018,10526,24837.534,0.595108338,R,8.125,corn,gw,0,128
RHO,0.013,96,control,control,3066,86,8,102,2018,576,6835.727,2.967370675,R,8.125,corn,gw,0,128
RHO,0.013,96,prairie strip,strips,3065,86,8,46,2018,1001,1261.667,2.380078966,R,8.125,corn,gw,0.0662,128
RHO,0.013,96,prairie strip,strips,3065,86,8,50,2018,1616,3534.719,6.683724289,R,8.125,corn,gw,0.0662,128
RHO,0.022,81,control,control,3066,88,8,100,2018,10526,24837.534,0.595108338,R,16.2962963,corn,gw,0,128
RHO,0.022,81,control,control,3066,88,8,102,2018,576,6835.727,2.967370675,R,16.2962963,corn,gw,0,128
RHO,0.022,81,prairie strip,strips,3065,88,8,46,2018,1001,1261.667,2.380078966,R,16.2962963,corn,gw,0.0662,128
RHO,0.022,81,prairie strip,strips,3065,88,8,50,2018,1616,3534.719,6.683724289,R,16.2962963,corn,gw,0.0662,128
RHO,0.008,241,control,control,3074,98,9,108,2018,5386,9178.286,6.128949929,R,1.991701245,corn,gw,0,128
RHO,0.016,76,control,control,3074,102,9,108,2018,5386,9178.286,6.128949929,R,12.63157895,corn,gw,0,128
RHO,0.016,76,prairie strip,strips,NS,102,9,,2018,0,0,0,R,12.63157895,corn,gw,0.0662,128
RHO,0.015,711,control,control,4005,20,1,14,2019,701,28.471,1.144730446,R,1.265822785,corn,gw,0,115
RHO,0.015,711,control,control,4005,20,1,16,2019,846,269.517,14.30405694,R,1.265822785,corn,gw,0,115
RHO,0.024,451,control,control,4005,22,1,14,2019,701,28.471,1.144730446,R,3.192904656,corn,gw,0,115
RHO,0.024,451,control,control,4005,22,1,16,2019,846,269.517,14.30405694,R,3.192904656,corn,gw,0,115
RHO,0.024,451,prairie strip,strips,4004,22,1,14,2019,876,245.016,1.300554589,R,3.192904656,corn,gw,0.0662,115
RHO,0.024,451,prairie strip,strips,4004,22,1,16,2019,756,2794.517,15.21977717,R,3.192904656,corn,gw,0.0662,115
RHO,0.028,341,control,control,4011,24,2,18,2019,476,3381.682,4.955737554,R,4.926686217,corn,gw,0,115
RHO,0.028,341,prairie strip,strips,4010,24,2,18,2019,586,3238.151,10.16579495,R,4.926686217,corn,gw,0.0662,115
RHO,0.057,501,control,control,4024,26,3,20,2019,631,10573.189,291.3597747,R,6.826347305,corn,gw,0,115
RHO,0.057,501,control,control,4024,26,3,24,2019,701,738.565,20.35222494,R,6.826347305,corn,gw,0,115
RHO,0.057,501,prairie strip,strips,4023,26,3,20,2019,521,7660.874,354.1355998,R,6.826347305,corn,gw,0.0662,115
RHO,0.057,501,prairie strip,strips,4023,26,3,24,2019,656,888.548,35.96576359,R,6.826347305,corn,gw,0.0662,115
RHO,0.011,51,control,control,4024,34,3,20,2019,631,10573.189,291.3597747,R,12.94117647,corn,gw,0,115
RHO,0.011,51,control,control,4024,34,3,24,2019,701,738.565,20.35222494,R,12.94117647,corn,gw,0,115
RHO,0.011,51,prairie strip,strips,4023,34,3,20,2019,521,7660.874,354.1355998,R,12.94117647,corn,gw,0.0662,115
RHO,0.011,51,prairie strip,strips,4023,34,3,24,2019,656,888.548,35.96576359,R,12.94117647,corn,gw,0.0662,115
RHO,0.008,11,control,control,4029,40,4,28,2019,7136,2519.628,46.54209198,R,43.63636364,corn,gw,0,115
RHO,0.008,11,prairie strip,strips,4028,40,4,28,2019,101,252.014,6.898277023,R,43.63636364,corn,gw,0.0662,115
RHO,0.04,121,control,control,4034,44,5,34,2019,5051,60340.037,741.9566704,R,19.83471074,corn,gw,0,115
RHO,0.04,121,prairie strip,strips,4033,44,5,34,2019,3691,5596.006,156.1424876,R,19.83471074,corn,gw,0.0662,115
RHO,0.013,21,control,control,4034,46,5,34,2019,5051,60340.037,741.9566704,R,37.14285714,corn,gw,0,115
RHO,0.013,21,prairie strip,strips,4033,46,5,34,2019,3691,5596.006,156.1424876,R,37.14285714,corn,gw,0.0662,115
RHO,0.019,496,control,control,4039,54,6,38,2019,3101,1768.305,7.440553545,R,2.298387097,corn,gw,0,115
RHO,0.019,496,prairie strip,strips,4038,54,6,40,2019,531,410.733,4.125419489,R,2.298387097,corn,gw,0.0662,115
RHO,0.03,51,control,control,4046,68,6,40,2019,51,284.601,1.643851112,R,35.29411765,corn,gw,0,115
RHO,0.007,176,control,control,4060,90,7,44,2019,3706,7648.777,9.672195292,R,2.386363636,corn,gw,0,115
RHO,0.007,176,prairie strip,strips,4059,90,7,60,2019,9341,5073.311,7.011250437,R,2.386363636,corn,gw,0.0662,115
RHO,0.045,441,control,control,4060,92,7,44,2019,3706,7648.777,9.672195292,R,6.12244898,corn,gw,0,115
RHO,0.045,441,prairie strip,strips,4059,92,7,60,2019,9341,5073.311,7.011250437,R,6.12244898,corn,gw,0.0662,115
RHO,0.027,296,control,control,4062,96,8,46,2019,5182,4951.807,3.635658077,R,5.472972973,corn,gw,0,115
RHO,0.027,296,prairie strip,strips,4061,96,8,62,2019,1921,1596.439,1.535652498,R,5.472972973,corn,gw,0.0662,115
RHO,0.011,119,control,control,4069,100,9,48,2019,131,6055.452,7.982430616,R,5.546218487,corn,gw,0,115
RHO,0.011,119,prairie strip,strips,4068,100,9,64,2019,2536,936.936,5.968015404,R,5.546218487,corn,gw,0.0662,115
RHO,0.032,251,control,control,5006,16,1,4,2020,5026,7594.939,0.165567784,R,7.64940239,corn,gw,0,
RHO,0.032,251,prairie strip,strips,5005,16,1,12,2020,1116,2989.048,3.011980453,R,7.64940239,corn,gw,0.0662,
RHO,0.035,296,control,control,5017,34,2,12,2020,141,2085.566,4.814615496,R,7.094594595,corn,gw,0,
RHO,0.035,296,control,control,5017,34,2,14,2020,371,2327.317,5.370115201,R,7.094594595,corn,gw,0,
RHO,0.035,296,prairie strip,strips,5016,34,2,20,2020,10626,4542.926,1.967592589,R,7.094594595,corn,gw,0.0662,
RHO,0.017,281,control,control,5017,36,2,12,2020,141,2085.566,4.814615496,R,3.629893238,corn,gw,0,
RHO,0.017,281,control,control,5017,36,2,14,2020,371,2327.317,5.370115201,R,3.629893238,corn,gw,0,
RHO,0.017,281,prairie strip,strips,5016,36,2,20,2020,10626,4542.926,1.967592589,R,3.629893238,corn,gw,0.0662,
RHO,0.022,86,control,control,5020,40,3,16,2020,1391,480.141,0.64787989,R,15.34883721,corn,gw,0,
RHO,0.022,86,control,control,5020,40,3,18,2020,626,185.925,0.536089065,R,15.34883721,corn,gw,0,
RHO,0.022,86,prairie strip,strips,NS,40,3,,2020,0,0,0,R,15.34883721,corn,gw,0.0662,
RHO,0.008,41,control,control,5020,42,3,16,2020,1391,480.141,0.64787989,R,11.70731707,corn,gw,0,
RHO,0.008,41,control,control,5020,42,3,18,2020,626,185.925,0.536089065,R,11.70731707,corn,gw,0,
RHO,0.008,41,prairie strip,strips,NS,42,3,,2020,0,0,0,R,11.70731707,corn,gw,0.0662,
RHO,0.02,366,control,control,5020,44,3,16,2020,1391,480.141,0.64787989,R,3.278688525,corn,gw,0,
RHO,0.02,366,control,control,5020,44,3,18,2020,626,185.925,0.536089065,R,3.278688525,corn,gw,0,
RHO,0.02,366,prairie strip,strips,NS,44,3,,2020,0,0,0,R,3.278688525,corn,gw,0.0662,
WHI,0.052,291,control,control,1018,22,1,27,2016,7196,1193.534,5.305710561,NR,10.72164948,corn,eof,0,
WHI,0.052,291,prairie strip,strips,NS,22,1,,2016,0,0,0,NR,10.72164948,corn,gw,0.2814,
WHI,0.015,26,prairie strip,strips,3200,10,1,2,2018,576,3958.067,6.255575116,NR,34.61538462,corn,gw,0.2814,136
WHI,0.011,96,control,control,NS,12,1,,2018,0,0,0,NR,6.875,corn,eof,0,136
WHI,0.011,96,prairie strip,strips,3201,12,1,2,2018,576,3958.067,1.535907051,NR,6.875,corn,gw,0.2814,136
WHI,0.016,1,control,control,NS,28,2,,2018,0,0,0,NR,960,corn,eof,0,136
WHI,0.016,1,prairie strip,strips,3202,28,2,8,2018,856,23983.284,2.124183723,NR,960,corn,gw,0.2814,136
WHI,0.015,91,control,control,3205,36,3,6,2018,9531,46569.122,36.99383591,NR,9.89010989,corn,eof,0,136
WHI,0.015,91,prairie strip,strips,3206,36,3,12,2018,321,17500.742,4.003503058,NR,9.89010989,corn,gw,0.2814,136
WHI,0.029,441,control,control,3207,40,4,12,2018,2166,17298.881,16.57610459,NR,3.945578231,corn,eof,0,136
WHI,0.029,441,prairie strip,strips,3208,40,4,16,2018,476,3605.013,0.253254207,NR,3.945578231,corn,gw,0.2814,136
WHI,0.027,41,control,control,3210,42,5,16,2018,6441,42695.77,30.37875513,NR,39.51219512,corn,eof,0,136
WHI,0.027,41,prairie strip,strips,3209,42,5,18,2018,61,2557.92,0.141992588,NR,39.51219512,corn,gw,0.2814,136
WHI,0.035,161,control,control,NS,74,6,,2018,0,0,0,NR,13.04347826,corn,eof,0,136
WHI,0.035,161,prairie strip,strips,3211,74,6,20,2018,81,1173.609,0.815306233,NR,13.04347826,corn,gw,0.2814,136
WHI,0.039,866,control,control,3213,78,7,42,2018,91,11937.446,45.12562028,NR,2.702078522,corn,eof,0,136
WHI,0.039,866,prairie strip,strips,3212,78,7,22,2018,111,22808.552,29.25706145,NR,2.702078522,corn,gw,0.2814,136
WHI,0.018,61,control,control,3077,88,8,44,2018,156,3457.227,9.389230337,NR,17.70491803,corn,eof,0,136
WHI,0.018,61,control,control,3077,88,8,46,2018,656,13306.934,36.13553355,NR,17.70491803,corn,eof,0,136
WHI,0.02,251,control,control,3077,90,8,44,2018,156,3457.227,9.389230337,NR,4.780876494,corn,eof,0,136
WHI,0.02,251,control,control,3077,90,8,46,2018,656,13306.934,36.13553355,NR,4.780876494,corn,eof,0,136
WHI,0.02,251,prairie strip,strips,3076,90,8,24,2018,871,9464.307,0.52718133,NR,4.780876494,corn,gw,0.2814,136
WHI,0.02,251,prairie strip,strips,3076,90,8,26,2018,656,12523.72,17.58785889,NR,4.780876494,corn,gw,0.2814,136
WHI,0.07696,15421,control,control,4020,24,1,2,2019,141,1270.267,0.830954978,NR,0.299435834,soybean,eof,0,158
WHI,0.07696,15421,control,control,4020,24,1,4,2019,191,2054.508,1.343972291,NR,0.299435834,soybean,eof,0,158
WHI,0.07696,15421,prairie strip,strips,4012,24,1,2,2019,86,2423.494,1.589017058,NR,0.299435834,soybean,gw,0.2814,158
WHI,0.07696,15421,prairie strip,strips,4019,24,1,4,2019,516,7193.132,5.988996759,NR,0.299435834,soybean,gw,0.2814,158
WHI,0.07696,15421,prairie strip,strips,4019,24,1,8,2019,176,2919.821,2.431040958,NR,0.299435834,soybean,gw,0.2814,158
WHI,0.102,106,control,control,4050,48,2,8,2019,111,4483.814,4.531913279,NR,57.73584906,soybean,eof,0,158
WHI,0.102,106,prairie strip,strips,4049,48,2,18,2019,106,13551.214,5.81765841,NR,57.73584906,soybean,gw,0.2814,158
WHI,0.017,546,control,control,NS,84,3,,2019,0,0,0,NR,1.868131868,soybean,eof,0,158
WHI,0.017,546,prairie strip,strips,4064,84,3,24,2019,86,587.591,0.052997137,NR,1.868131868,soybean,gw,0.2814,158
WHI,0.031,96,prairie strip,strips,4066,86,4,26,2019,1291,31719.929,14.25025347,NR,19.375,soybean,gw,0.2814,158
WHI,0.042,626,control,control,NS,88,4,,2019,0,0,0,NR,4.025559105,soybean,eof,0,158
WHI,0.042,626,prairie strip,strips,4066,88,4,26,2019,1291,31719.929,14.25025347,NR,4.025559105,soybean,gw,0.2814,158
WOR,0.061,836,control,control,1025,82,1,26,2016,1091,470.253,0.050369002,R,4.377990431,corn,gw,0,
WOR,0.061,836,prairie strip,strips,NS,82,1,,2016,0,0,0,R,4.377990431,corn,gw_eop,0.0897,
WOR,0.059,201,control,control,1030,92,2,32,2016,3236,22465.085,5.642764695,R,17.6119403,corn,gw,0,
WOR,0.025,471,control,control,1035,96,2,32,2016,3236,22465.085,0.147411014,R,3.184713376,corn,gw,0,
WOR,0.025,471,prairie strip,strips,NS,96,2,,2016,0,0,0,R,3.184713376,corn,gw_eop,0.0897,
WOR,0.023,411,control,control,3000,8,1,2,2018,831,5566.28,1.476607614,R,3.357664234,corn,gw,0,131
WOR,0.023,411,prairie strip,strips,NS,8,1,,2018,0,0,0,R,3.357664234,corn,gw_eop,0.0897,131
WOR,NA,NA,control,control,3010,4,2,8,2018,2666,1165.946,3.98E-06,R,NA,corn,gw,0,131
WOR,NA,NA,prairie strip,strips,NS,4,2,,2018,0,0,0.00E+00,R,NA,corn,gw_eop,0.0897,131
WOR,NA,NA,control,control,3016,NA,3,12,2018,1606,77439.867,72.44304586,R,NA,corn,gw,0,131
WOR,NA,NA,prairie strip,strips,3015,NA,3,20,2018,501,109610.09,96.6595536,R,NA,corn,gw_eop,0.0897,131
WOR,NA,NA,control,control,3019,NA,4,14,2018,4756,11320.264,1.461408178,R,NA,corn,gw,0,131
WOR,NA,NA,prairie strip,strips,NS,NA,4,,2018,0,0,0,R,NA,,,,
WOR,NA,NA,control,control,3027,NA,5,14,2018,4756,11320.264,2.059508328,R,NA,corn,gw,0,131
WOR,NA,NA,prairie strip,strips,NS,NA,5,,2018,0,0,0,R,NA,,,,
WOR,NA,NA,control,control,3030,NA,6,16,2018,606,3885.192,1.51750412,R,NA,corn,gw,0,131
WOR,NA,NA,prairie strip,strips,NS,NA,6,,2018,0,0,0,R,NA,,,,
WOR,NA,NA,control,control,3035,NA,7,18,2018,646,19826.006,0.076096922,R,NA,corn,gw,0,131
WOR,NA,NA,prairie strip,strips,NS,NA,7,,2018,0,0,0,R,NA,,,,
WOR,NA,NA,control,control,3039,NA,8,20,2018,1906,67310.889,14.79871593,R,NA,corn,gw,0,131
WOR,NA,NA,prairie strip,strips,NS,NA,8,,2018,0,0,0,R,NA,,,,
WOR,NA,NA,control,control,NS,NA,9,,2018,0,0,0,R,NA,,,,
WOR,NA,NA,prairie strip,strips,3041,NA,9,34,2018,3221,985.93,0.788175071,R,NA,corn,gw_eop,0.0897,131
WOR,NA,NA,control,control,3044,NA,10,26,2018,111,2055.831,0.003853517,R,NA,corn,gw,0,131
WOR,NA,NA,prairie strip,strips,3043,NA,10,38,2018,3051,4839.562,0.930431585,R,NA,corn,gw_eop,0.0897,131
WOR,0.04,321,control,control,3056,22,11,32,2018,4746,27778.088,17.20383063,R,7.476635514,corn,gw,0,131
WOR,0.04,321,control,control,3056,22,11,34,2018,1836,8322.151,5.184098242,R,7.476635514,corn,gw,0,131
WOR,0.04,321,prairie strip,strips,3055,22,11,56,2018,831,40030.336,20.33628073,R,7.476635514,corn,gw_eop,0.0897,131
WOR,0.04,321,prairie strip,strips,3055,22,11,58,2018,2311,6546.264,3.244278107,R,7.476635514,corn,gw_eop,0.0897,131
WOR,0.04,321,prairie strip,strips,3055,22,11,60,2018,461,1201.873,0.609375627,R,7.476635514,corn,gw_eop,0.0897,131
WOR,0.009,36,control,control,3056,24,11,32,2018,4746,27778.088,17.20383063,R,15,corn,gw,0,131
WOR,0.009,36,control,control,3056,24,11,34,2018,1836,8322.151,5.184098242,R,15,corn,gw,0,131
WOR,0.009,36,prairie strip,strips,3055,24,11,56,2018,831,40030.336,20.33628073,R,15,corn,gw_eop,0.0897,131
WOR,0.009,36,prairie strip,strips,3055,24,11,58,2018,2311,6546.264,3.244278107,R,15,corn,gw_eop,0.0897,131
WOR,0.009,36,prairie strip,strips,3055,24,11,60,2018,461,1201.873,0.609375627,R,15,corn,gw_eop,0.0897,131
WOR,0.017,136,control,control,3056,28,11,32,2018,4746,27778.088,17.20383063,R,7.5,corn,gw,0,131
WOR,0.017,136,control,control,3056,28,11,34,2018,1836,8322.151,5.184098242,R,7.5,corn,gw,0,131
WOR,0.017,136,prairie strip,strips,3055,28,11,56,2018,831,40030.336,20.33628073,R,7.5,corn,gw_eop,0.0897,131
WOR,0.017,136,prairie strip,strips,3055,28,11,58,2018,2311,6546.264,3.244278107,R,7.5,corn,gw_eop,0.0897,131
WOR,0.017,136,prairie strip,strips,3055,28,11,60,2018,461,1201.873,0.609375627,R,7.5,corn,gw_eop,0.0897,131
WOR,0.011,431,control,control,3056,30,11,32,2018,4746,27778.088,17.20383063,R,1.531322506,corn,gw,0,131
WOR,0.011,431,control,control,3056,30,11,34,2018,1836,8322.151,5.184098242,R,1.531322506,corn,gw,0,131
WOR,0.011,431,prairie strip,strips,3055,30,11,56,2018,831,40030.336,20.33628073,R,1.531322506,corn,gw_eop,0.0897,131
WOR,0.011,431,prairie strip,strips,3055,30,11,58,2018,2311,6546.264,3.244278107,R,1.531322506,corn,gw_eop,0.0897,131
WOR,0.011,431,prairie strip,strips,3055,30,11,60,2018,461,1201.873,0.609375627,R,1.531322506,corn,gw_eop,0.0897,131
WOR,0.026,76,control,control,3064,40,12,36,2018,136,8580.907,2.067985483,R,20.52631579,corn,gw,0,131
WOR,0.026,76,prairie strip,strips,3063,40,12,70,2018,226,8615.366,2.956399921,R,20.52631579,corn,gw_eop,0.0897,131
WOR,0.026,986,control,control,3068,44,13,38,2018,621,17517.722,10.01886109,R,1.582150101,corn,gw,0,131
WOR,0.026,986,prairie strip,strips,3067,44,13,74,2018,856,21482.993,10.66672184,R,1.582150101,corn,gw_eop,0.0897,131
WOR,0.016,316,control,control,NS,28,1,,2019,0,0,0,R,3.037974684,corn,gw,0,124
WOR,0.016,316,prairie strip,strips,4007,28,1,16,2019,61,184.262,0.101733664,R,3.037974684,corn,gw_eop,0.0897,124
WOR,0.057,466,control,control,4015,30,2,4,2019,546,23770.585,71.80656162,R,7.339055794,corn,gw,0,124
WOR,0.057,466,prairie strip,strips,4014,30,2,18,2019,986,34544.681,65.75345526,R,7.339055794,corn,gw_eop,0.0897,124
WOR,0.029,146,control,control,4032,44,3,10,2019,486,1169.809,1.378286226,R,11.91780822,corn,gw,0,124
WOR,0.029,146,prairie strip,strips,4031,44,3,32,2019,561,5040.568,13.62233634,R,11.91780822,corn,gw_eop,0.0897,124
WOR,0.021,36,control,control,4041,56,4,16,2019,2421,6841.219,1.210108093,R,35,corn,gw,0,124
WOR,0.021,36,prairie strip,strips,4040,56,4,42,2019,741,14950.446,6.158659827,R,35,corn,gw_eop,0.0897,124
WOR,0.036,391,control,control,NS,128,5,,2019,0,0,0,R,5.524296675,corn,gw,0,124
WOR,0.036,391,prairie strip,strips,4072,128,5,82,2019,1161,1095.795,0.201661731,R,5.524296675,corn,gw_eop,0.0897,124
WOR,0.024,46,control,control,NS,20,1,,2020,0,0,0,R,31.30434783,soybean,gw,0,
WOR,0.024,46,prairie strip,strips,5008,20,1,6,2020,61,278.536,0.219996094,R,31.30434783,soybean,gw_eop,0.0897,
