"Year","SiteID","Treatment","eventid","flow","flow_time","eventStart","eventEnd"
2019,"RHO","strips",48,196.23,1351,2019-09-27 14:15:00,2019-09-28 12:45:00
2019,"RHO","strips",50,3695.449,3586,2019-10-01 05:30:00,2019-10-03 17:15:00
2019,"RHO","strips",52,1554.822,1666,2019-10-05 06:10:00,2019-10-06 09:55:00
2019,"RHO","strips",54,464.757,2121,2019-10-09 21:20:00,2019-10-11 08:40:00
2019,"RHO","strips",56,361.224,2066,2019-10-21 01:25:00,2019-10-22 11:50:00
2020,"RHO","strips",2,3.992,761,2020-03-28 03:45:00,2020-03-28 16:25:00
2020,"RHO","strips",4,0.825,476,2020-05-13 16:40:00,2020-05-14 00:35:00
2020,"RHO","strips",6,365.834,51,2020-05-14 14:50:00,2020-05-14 15:40:00
2020,"RHO","strips",8,1325.837,196,2020-05-15 15:00:00,2020-05-15 18:15:00
2020,"RHO","strips",10,354.509,106,2020-05-17 03:15:00,2020-05-17 05:00:00
2020,"RHO","strips",12,427.156,7686,2020-05-23 04:15:00,2020-05-28 12:20:00
2020,"RHO","strips",14,366.205,1411,2020-06-03 05:25:00,2020-06-04 04:55:00
2020,"RHO","strips",16,802.885,1441,2020-06-05 05:30:00,2020-06-06 05:30:00
2020,"RHO","strips",18,1261.998,1731,2020-06-09 09:40:00,2020-06-10 14:30:00
2020,"RHO","strips",20,3.721,676,2020-06-19 17:35:00,2020-06-20 04:50:00
2020,"RHO","strips",22,4.14,71,2020-06-22 13:05:00,2020-06-22 14:15:00
2020,"RHO","strips",24,249.077,1436,2020-08-31 07:05:00,2020-09-01 07:00:00
2020,"RHO","strips",26,663.494,3986,2020-09-07 21:40:00,2020-09-10 16:05:00
2020,"RHO","strips",28,472.686,2671,2020-09-11 08:35:00,2020-09-13 05:05:00
2021,"RHO","strips",2,589.492,386,2021-05-15 12:55:00,2021-05-15 19:20:00
2021,"RHO","strips",4,0.181,11,2021-05-20 03:40:00,2021-05-20 03:50:00
2021,"RHO","strips",6,0.229,1,2021-05-21 00:20:00,2021-05-21 00:20:00
2021,"RHO","strips",8,0.427,6,2021-08-21 01:00:00,2021-08-21 01:05:00
2021,"RHO","strips",10,0.291,1,2021-08-31 00:05:00,2021-08-31 00:05:00
2016,"WHI","control",2,29.712,361,2016-07-07 04:10:00,2016-07-07 10:10:00
2016,"WHI","control",4,34.355,571,2016-07-11 23:35:00,2016-07-12 09:05:00
2016,"WHI","control",6,36.144,1131,2016-07-13 22:00:00,2016-07-14 16:50:00
2016,"WHI","control",8,1501.864,3901,2016-07-17 16:55:00,2016-07-20 09:55:00
2016,"WHI","control",10,1383.846,2886,2016-08-01 05:55:00,2016-08-03 06:00:00
2016,"WHI","control",12,669.637,1761,2016-08-11 17:35:00,2016-08-12 22:55:00
2016,"WHI","control",14,43.681,1011,2016-09-09 16:15:00,2016-09-10 09:05:00
2016,"WHI","control",16,109.655,1806,2016-09-15 21:40:00,2016-09-17 03:45:00
2016,"WHI","control",18,8031.466,2201,2016-09-24 17:30:00,2016-09-26 06:10:00
2016,"WHI","control",20,492.659,1596,2016-10-04 20:40:00,2016-10-05 23:15:00
2016,"WHI","control",22,161.896,1841,2016-10-06 14:45:00,2016-10-07 21:25:00
2017,"WHI","control",2,9050.414,1436,2017-06-30 20:30:00,2017-07-01 20:25:00
2017,"WHI","control",4,21259.113,3356,2017-07-02 10:10:00,2017-07-04 18:05:00
2017,"WHI","control",6,1374.624,1441,2017-07-11 02:50:00,2017-07-12 02:50:00
2017,"WHI","control",8,6237.239,1146,2017-07-12 15:35:00,2017-07-13 10:40:00
2017,"WHI","control",10,2748.722,2336,2017-07-18 10:20:00,2017-07-20 01:15:00
2017,"WHI","control",12,17242.745,2671,2017-07-20 19:55:00,2017-07-22 16:25:00
2017,"WHI","control",14,5578.862,1496,2017-07-26 07:10:00,2017-07-27 08:05:00
2017,"WHI","control",16,4806.839,1521,2017-08-03 05:30:00,2017-08-04 06:50:00
2018,"WHI","control",2,50.964,41,2018-05-03 19:50:00,2018-05-03 20:30:00
2018,"WHI","control",4,4992.789,191,2018-06-19 08:45:00,2018-06-19 11:55:00
2018,"WHI","control",6,15533.897,2721,2018-06-20 17:20:00,2018-06-22 14:40:00
2018,"WHI","control",8,17555.539,1496,2018-06-24 15:50:00,2018-06-25 16:45:00
2018,"WHI","control",10,2860.777,676,2018-06-26 20:55:00,2018-06-27 08:10:00
2018,"WHI","control",12,15888.063,1876,2018-06-30 20:20:00,2018-07-02 03:35:00
2018,"WHI","control",14,15510.971,1476,2018-07-04 23:05:00,2018-07-05 23:40:00
2018,"WHI","control",16,3971.241,1721,2018-07-13 16:50:00,2018-07-14 21:30:00
2018,"WHI","control",18,3113.856,2346,2018-08-15 17:30:00,2018-08-17 08:35:00
2018,"WHI","control",20,16843.681,2201,2018-08-20 00:00:00,2018-08-21 12:40:00
2018,"WHI","control",22,7309.405,1436,2018-08-24 00:30:00,2018-08-25 00:25:00
2018,"WHI","control",24,2527.04,396,2018-08-27 02:05:00,2018-08-27 08:40:00
2018,"WHI","control",26,68.743,281,2018-08-27 21:25:00,2018-08-28 02:05:00
2018,"WHI","control",28,8892.101,1096,2018-08-28 15:20:00,2018-08-29 09:35:00
2018,"WHI","control",30,28449.563,7326,2018-09-01 07:30:00,2018-09-06 09:35:00
2018,"WHI","control",32,2448.571,1231,2018-09-18 14:30:00,2018-09-19 11:00:00
2018,"WHI","control",34,6704.479,1666,2018-09-20 20:35:00,2018-09-22 00:20:00
2018,"WHI","control",36,10224.331,1541,2018-09-25 09:15:00,2018-09-26 10:55:00
2018,"WHI","control",38,11937.446,91,2018-10-01 11:00:00,2018-10-01 12:30:00
2018,"WHI","control",40,3457.227,156,2018-10-08 18:10:00,2018-10-08 20:45:00
2018,"WHI","control",42,13306.934,656,2018-10-09 12:55:00,2018-10-09 23:50:00
2019,"WHI","control",2,237.448,6241,2019-05-24 02:00:00,2019-05-28 10:00:00
2019,"WHI","control",4,4483.814,111,2019-08-20 04:05:00,2019-08-20 05:55:00
2019,"WHI","control",6,15.823,101,2019-08-22 05:45:00,2019-08-22 07:25:00
2019,"WHI","control",8,10569.938,1346,2019-10-09 20:05:00,2019-10-10 18:30:00
2016,"WHI","strips",2,1893.7,496,2016-07-12 00:55:00,2016-07-12 09:10:00
2016,"WHI","strips",4,1388.416,321,2016-07-14 02:10:00,2016-07-14 07:30:00
2016,"WHI","strips",6,1898.804,1156,2016-09-09 23:35:00,2016-09-10 18:50:00
2016,"WHI","strips",8,1356.803,1556,2016-09-13 01:25:00,2016-09-14 03:20:00
2016,"WHI","strips",10,1527.916,1246,2016-09-16 07:00:00,2016-09-17 03:45:00
2016,"WHI","strips",12,3113.629,1346,2016-09-25 07:45:00,2016-09-26 06:10:00
2016,"WHI","strips",14,3242.136,1281,2016-10-05 01:55:00,2016-10-05 23:15:00
2016,"WHI","strips",16,4499.093,1461,2016-10-06 21:05:00,2016-10-07 21:25:00
2017,"WHI","strips",2,1482.882,761,2017-04-30 15:50:00,2017-05-01 04:30:00
2017,"WHI","strips",4,28.769,81,2017-05-19 02:35:00,2017-05-19 03:55:00
2017,"WHI","strips",6,291.746,621,2017-05-20 00:45:00,2017-05-20 11:05:00
2017,"WHI","strips",8,4014.714,531,2017-08-03 22:00:00,2017-08-04 06:50:00
2017,"WHI","strips",10,788.535,111,2017-09-17 06:40:00,2017-09-17 08:30:00
2017,"WHI","strips",12,371.732,56,2017-09-17 22:45:00,2017-09-17 23:40:00
2017,"WHI","strips",14,1495.678,331,2017-10-04 02:45:00,2017-10-04 08:15:00
2017,"WHI","strips",16,155.209,26,2017-10-08 08:00:00,2017-10-08 08:25:00
2017,"WHI","strips",18,11213.478,1726,2017-10-10 04:35:00,2017-10-11 09:20:00
2018,"WHI","strips",2,3958.067,576,2018-05-03 11:45:00,2018-05-03 21:20:00
2018,"WHI","strips",4,27.988,1111,2018-05-29 19:00:00,2018-05-30 13:30:00
2018,"WHI","strips",6,20.953,541,2018-06-02 04:55:00,2018-06-02 13:55:00
2018,"WHI","strips",8,23983.284,856,2018-06-19 06:05:00,2018-06-19 20:20:00
2018,"WHI","strips",10,49.811,26,2018-06-20 14:10:00,2018-06-20 14:35:00
2018,"WHI","strips",12,17500.742,321,2018-06-24 15:50:00,2018-06-24 21:10:00
2018,"WHI","strips",14,3605.013,476,2018-06-30 21:00:00,2018-07-01 04:55:00
2018,"WHI","strips",16,2557.92,61,2018-07-04 23:35:00,2018-07-05 00:35:00
2018,"WHI","strips",18,1173.609,81,2018-09-25 09:55:00,2018-09-25 11:15:00
2018,"WHI","strips",20,22808.552,111,2018-10-01 11:05:00,2018-10-01 12:55:00
2018,"WHI","strips",22,9464.307,871,2018-10-08 06:25:00,2018-10-08 20:55:00
2018,"WHI","strips",24,12523.72,656,2018-10-09 09:10:00,2018-10-09 20:05:00
2019,"WHI","strips",2,760.283,9001,2019-05-22 03:00:00,2019-05-28 09:00:00
2019,"WHI","strips",4,0.602,3481,2019-06-19 01:00:00,2019-06-21 11:00:00
2019,"WHI","strips",6,323.308,1461,2019-07-20 18:05:00,2019-07-21 18:25:00
2019,"WHI","strips",8,13551.214,106,2019-08-20 04:05:00,2019-08-20 05:50:00
2019,"WHI","strips",10,1150.074,271,2019-10-01 20:00:00,2019-10-02 00:30:00
2019,"WHI","strips",12,22.368,31,2019-10-02 14:00:00,2019-10-02 14:30:00
2019,"WHI","strips",14,587.591,86,2019-10-05 09:10:00,2019-10-05 10:35:00
2019,"WHI","strips",16,31719.929,1291,2019-10-09 20:00:00,2019-10-10 17:30:00
2020,"WHI","strips",2,289.362,1436,2020-05-16 22:55:00,2020-05-17 22:50:00
2020,"WHI","strips",4,10585.428,6471,2020-05-23 07:40:00,2020-05-27 19:30:00
2016,"WOR","control",2,220.6,1486,2016-03-15 06:20:00,2016-03-16 07:05:00
2016,"WOR","control",4,2.461,286,2016-03-30 21:50:00,2016-03-31 02:35:00
2016,"WOR","control",6,400.326,741,2016-04-01 00:05:00,2016-04-01 12:25:00
2016,"WOR","control",8,0.981,41,2016-04-21 12:05:00,2016-04-21 12:45:00
2016,"WOR","control",10,155.277,386,2016-08-11 03:35:00,2016-08-11 10:00:00
2016,"WOR","control",12,0.07,31,2016-08-13 01:10:00,2016-08-13 01:40:00
2016,"WOR","control",14,11.557,836,2016-08-19 19:25:00,2016-08-20 09:20:00
2016,"WOR","control",16,105.029,1246,2016-08-29 17:10:00,2016-08-30 13:55:00
2016,"WOR","control",18,470.253,1091,2016-09-07 19:35:00,2016-09-08 13:45:00
2016,"WOR","control",20,67.393,1106,2016-09-09 15:25:00,2016-09-10 09:50:00
2016,"WOR","control",22,135.678,1566,2016-09-16 02:15:00,2016-09-17 04:20:00
2016,"WOR","control",24,21759.852,1966,2016-09-22 22:15:00,2016-09-24 07:00:00
2016,"WOR","control",26,653.72,511,2016-09-24 19:40:00,2016-09-25 04:10:00
2017,"WOR","control",2,585.056,1921,2017-03-29 14:10:00,2017-03-30 22:10:00
2017,"WOR","control",4,71.907,146,2017-04-03 10:25:00,2017-04-03 12:50:00
2017,"WOR","control",6,686.241,1976,2017-04-30 19:50:00,2017-05-02 04:45:00
2017,"WOR","control",8,0.07,6,2017-05-19 12:40:00,2017-05-19 12:45:00
2017,"WOR","control",10,636.395,491,2017-08-03 23:30:00,2017-08-04 07:40:00
2017,"WOR","control",12,1601.099,1511,2017-08-14 05:15:00,2017-08-15 06:25:00
2017,"WOR","control",14,1537.275,1436,2017-08-16 16:05:00,2017-08-17 16:00:00
2017,"WOR","control",16,2137.816,2196,2017-08-20 06:00:00,2017-08-21 18:35:00
2017,"WOR","control",18,7.86,396,2017-08-22 11:25:00,2017-08-22 18:00:00
2017,"WOR","control",20,0.088,41,2017-10-15 01:25:00,2017-10-15 02:05:00
2018,"WOR","control",2,5566.28,831,2018-05-03 12:30:00,2018-05-04 02:20:00
2018,"WOR","control",6,0.292,16,2018-08-27 04:30:00,2018-08-27 04:45:00
2018,"WOR","control",8,41.723,886,2018-08-28 13:30:00,2018-08-29 04:15:00
2018,"WOR","control",10,27778.088,4746,2018-08-31 06:35:00,2018-09-03 13:40:00
2018,"WOR","control",12,8322.151,1836,2018-09-04 18:10:00,2018-09-06 00:45:00
2018,"WOR","control",14,8580.907,136,2018-09-25 11:05:00,2018-09-25 13:20:00
2018,"WOR","control",16,17517.722,621,2018-10-01 11:10:00,2018-10-01 21:30:00
2019,"WOR","control",2,651.397,1401,2019-04-07 16:20:00,2019-04-08 15:40:00
2019,"WOR","control",4,23770.585,546,2019-05-24 00:00:00,2019-05-24 09:05:00
2019,"WOR","control",6,15.857,256,2019-05-27 07:15:00,2019-05-27 11:30:00
2019,"WOR","control",8,42.784,1831,2019-05-28 08:30:00,2019-05-29 15:00:00
2019,"WOR","control",10,1169.809,486,2019-06-21 07:45:00,2019-06-21 15:50:00
2019,"WOR","control",12,0.638,51,2019-06-22 10:20:00,2019-06-22 11:10:00
2019,"WOR","control",14,5.412,546,2019-06-23 01:30:00,2019-06-23 10:35:00
2019,"WOR","control",16,6841.219,2421,2019-07-02 18:45:00,2019-07-04 11:05:00
2019,"WOR","control",18,44.247,836,2019-07-28 23:35:00,2019-07-29 13:30:00
2019,"WOR","control",20,3.039,331,2019-08-12 06:30:00,2019-08-12 12:00:00
2019,"WOR","control",22,3.981,901,2019-09-08 02:50:00,2019-09-08 17:50:00
2019,"WOR","control",24,1.486,121,2019-09-10 07:00:00,2019-09-10 09:00:00
2019,"WOR","control",26,127.207,2326,2019-09-11 22:35:00,2019-09-13 13:20:00
2019,"WOR","control",28,23.833,171,2019-09-14 17:40:00,2019-09-14 20:30:00
2019,"WOR","control",30,628.062,2501,2019-09-21 17:15:00,2019-09-23 10:55:00
2019,"WOR","control",32,9.595,826,2019-09-29 11:30:00,2019-09-30 01:15:00
2019,"WOR","control",34,33.79,1246,2019-10-01 18:50:00,2019-10-02 15:35:00
2019,"WOR","control",36,6.618,11,2019-10-21 06:40:00,2019-10-21 06:50:00
2020,"WOR","control",2,3.369,306,2020-05-28 03:55:00,2020-05-28 09:00:00
2020,"WOR","control",4,327.488,2096,2020-07-14 19:15:00,2020-07-16 06:10:00
2020,"WOR","control",6,133.76,941,2020-07-29 19:50:00,2020-07-30 11:30:00
2020,"WOR","control",8,109,1311,2020-08-10 11:25:00,2020-08-11 09:15:00
2020,"WOR","control",10,14.125,511,2020-08-15 00:05:00,2020-08-15 08:35:00
2021,"WOR","control",2,5.191,491,2021-08-31 01:50:00,2021-08-31 10:00:00
2021,"WOR","control",4,0.651,51,2021-09-03 05:10:00,2021-09-03 06:00:00
2016,"WOR","strips",2,0.971,16,2016-03-15 06:20:00,2016-03-15 06:35:00
2016,"WOR","strips",4,316.77,2446,2016-03-30 19:35:00,2016-04-01 12:20:00
2016,"WOR","strips",6,2.573,836,2016-04-27 07:35:00,2016-04-27 21:30:00
2016,"WOR","strips",8,35.034,1756,2016-04-30 10:20:00,2016-05-01 15:35:00
2016,"WOR","strips",10,181.624,1441,2016-05-09 07:55:00,2016-05-10 07:55:00
2016,"WOR","strips",12,69.666,1326,2016-05-11 10:40:00,2016-05-12 08:45:00
2016,"WOR","strips",14,29.601,521,2016-05-13 13:25:00,2016-05-13 22:05:00
2016,"WOR","strips",16,99.746,441,2016-05-24 02:20:00,2016-05-24 09:40:00
2016,"WOR","strips",18,98.035,556,2016-05-25 01:45:00,2016-05-25 11:00:00
2016,"WOR","strips",20,995.239,5046,2016-05-26 00:30:00,2016-05-29 12:35:00
2016,"WOR","strips",22,2697.468,22461,2016-05-30 20:35:00,2016-06-15 10:55:00
2016,"WOR","strips",24,26.91,286,2016-06-22 08:05:00,2016-06-22 12:50:00
2016,"WOR","strips",26,356.48,431,2016-06-26 03:25:00,2016-06-26 10:35:00
2016,"WOR","strips",28,113.402,281,2016-06-26 22:40:00,2016-06-27 03:20:00
2016,"WOR","strips",30,226.191,431,2016-07-06 06:30:00,2016-07-06 13:40:00
2016,"WOR","strips",32,706.399,1441,2016-07-07 04:00:00,2016-07-08 04:00:00
2016,"WOR","strips",34,313.167,1416,2016-07-10 09:45:00,2016-07-11 09:20:00
2016,"WOR","strips",36,473.931,511,2016-07-12 01:45:00,2016-07-12 10:15:00
2016,"WOR","strips",38,452.47,466,2016-07-17 05:45:00,2016-07-17 13:30:00
2016,"WOR","strips",40,4.618,1,2016-07-18 06:50:00,2016-07-18 06:50:00
2016,"WOR","strips",42,4.843,1,2016-07-19 18:05:00,2016-07-19 18:05:00
2016,"WOR","strips",44,208.032,101,2016-07-20 10:20:00,2016-07-20 12:00:00
2016,"WOR","strips",46,286.859,1941,2016-08-19 13:25:00,2016-08-20 21:45:00
2016,"WOR","strips",48,273.653,1436,2016-08-26 21:15:00,2016-08-27 21:10:00
2016,"WOR","strips",50,95.56,666,2016-08-29 17:00:00,2016-08-30 04:05:00
2016,"WOR","strips",52,82.638,766,2016-09-07 15:05:00,2016-09-08 03:50:00
2016,"WOR","strips",54,108.571,1091,2016-09-09 15:20:00,2016-09-10 09:30:00
2016,"WOR","strips",56,119.933,1901,2016-09-15 20:40:00,2016-09-17 04:20:00
2016,"WOR","strips",58,34854.789,2306,2016-09-22 05:35:00,2016-09-23 20:00:00
2016,"WOR","strips",60,6.947,521,2016-09-24 19:30:00,2016-09-25 04:10:00
2016,"WOR","strips",62,81.819,276,2016-10-16 14:05:00,2016-10-16 18:40:00
2016,"WOR","strips",64,15.604,441,2016-10-26 01:20:00,2016-10-26 08:40:00
2017,"WOR","strips",2,32.169,1721,2017-03-29 11:10:00,2017-03-30 15:50:00
2017,"WOR","strips",4,40.724,1451,2017-04-03 10:25:00,2017-04-04 10:35:00
2017,"WOR","strips",6,286.422,2001,2017-04-14 16:15:00,2017-04-16 01:35:00
2017,"WOR","strips",8,474.937,3361,2017-04-18 10:30:00,2017-04-20 18:30:00
2017,"WOR","strips",10,145.466,1311,2017-04-28 13:45:00,2017-04-29 11:35:00
2017,"WOR","strips",12,544.68,2571,2017-04-30 09:55:00,2017-05-02 04:45:00
2017,"WOR","strips",14,411.633,1896,2017-05-10 05:15:00,2017-05-11 12:50:00
2017,"WOR","strips",16,614.659,5751,2017-05-16 21:50:00,2017-05-20 21:40:00
2017,"WOR","strips",18,0.282,6,2017-05-22 22:25:00,2017-05-22 22:30:00
2017,"WOR","strips",20,5.93,336,2017-05-23 12:40:00,2017-05-23 18:15:00
2017,"WOR","strips",22,6.816,171,2017-05-24 11:20:00,2017-05-24 14:10:00
2017,"WOR","strips",24,42.018,496,2017-05-27 12:20:00,2017-05-27 20:35:00
2017,"WOR","strips",26,11.976,241,2017-05-28 09:05:00,2017-05-28 13:05:00
2017,"WOR","strips",28,5.032,506,2017-06-14 04:00:00,2017-06-14 12:25:00
2017,"WOR","strips",30,52.654,1441,2017-06-16 21:45:00,2017-06-17 21:45:00
2017,"WOR","strips",32,93.239,526,2017-06-28 03:55:00,2017-06-28 12:40:00
2017,"WOR","strips",34,8.713,326,2017-07-20 21:45:00,2017-07-21 03:10:00
2017,"WOR","strips",36,159.187,2421,2017-08-01 22:35:00,2017-08-03 14:55:00
2017,"WOR","strips",38,177.564,1451,2017-08-14 05:40:00,2017-08-15 05:50:00
2017,"WOR","strips",40,166.964,506,2017-08-16 16:05:00,2017-08-17 00:30:00
2017,"WOR","strips",42,592.762,2621,2017-08-20 06:45:00,2017-08-22 02:25:00
2018,"WOR","strips",2,16.691,36,2018-05-02 04:35:00,2018-05-02 05:10:00
2018,"WOR","strips",4,69.227,266,2018-05-04 03:30:00,2018-05-04 07:55:00
2018,"WOR","strips",6,382.998,716,2018-05-10 08:25:00,2018-05-10 20:20:00
2018,"WOR","strips",8,500.603,1861,2018-08-16 12:00:00,2018-08-17 19:00:00
2018,"WOR","strips",10,139.048,586,2018-08-27 04:15:00,2018-08-27 14:00:00
2018,"WOR","strips",12,1.016,6,2018-08-28 16:35:00,2018-08-28 16:40:00
2018,"WOR","strips",14,38.847,471,2018-08-31 06:30:00,2018-08-31 14:20:00
2018,"WOR","strips",16,1.381,11,2018-09-01 05:15:00,2018-09-01 05:25:00
2018,"WOR","strips",18,40030.336,831,2018-09-01 23:20:00,2018-09-02 13:10:00
2018,"WOR","strips",20,79.611,1141,2018-09-03 07:05:00,2018-09-04 02:05:00
2018,"WOR","strips",22,6386.101,206,2018-09-04 18:10:00,2018-09-04 21:35:00
2018,"WOR","strips",24,1201.873,461,2018-09-05 09:40:00,2018-09-05 17:20:00
2018,"WOR","strips",26,303.037,4026,2018-09-18 15:15:00,2018-09-21 10:20:00
2018,"WOR","strips",28,8615.366,226,2018-09-25 10:40:00,2018-09-25 14:25:00
2018,"WOR","strips",30,53.919,686,2018-09-29 16:35:00,2018-09-30 04:00:00
2018,"WOR","strips",32,21482.993,856,2018-10-01 07:30:00,2018-10-01 21:45:00
2018,"WOR","strips",34,551.793,3051,2018-10-06 10:55:00,2018-10-08 13:45:00
2019,"WOR","strips",2,331.648,1456,2019-04-07 16:10:00,2019-04-08 16:25:00
2019,"WOR","strips",4,26.376,371,2019-04-30 15:35:00,2019-04-30 21:45:00
2019,"WOR","strips",6,27.694,456,2019-05-01 11:40:00,2019-05-01 19:15:00
2019,"WOR","strips",8,89.608,821,2019-05-08 07:40:00,2019-05-08 21:20:00
2019,"WOR","strips",10,43.327,521,2019-05-14 08:10:00,2019-05-14 16:50:00
2019,"WOR","strips",12,184.262,61,2019-05-21 15:05:00,2019-05-21 16:05:00
2019,"WOR","strips",14,34544.681,986,2019-05-23 23:55:00,2019-05-24 16:20:00
2019,"WOR","strips",16,0.505,106,2019-05-27 07:10:00,2019-05-27 08:55:00
2019,"WOR","strips",18,80.677,2016,2019-05-28 07:35:00,2019-05-29 17:10:00
2019,"WOR","strips",20,78.441,1501,2019-06-15 17:00:00,2019-06-16 18:00:00
2019,"WOR","strips",22,5039.6,556,2019-06-21 06:20:00,2019-06-21 15:35:00
2019,"WOR","strips",24,13.717,1121,2019-06-22 23:45:00,2019-06-23 18:25:00
2019,"WOR","strips",26,0.181,16,2019-06-24 18:35:00,2019-06-24 18:50:00
2019,"WOR","strips",28,15.558,161,2019-06-25 10:20:00,2019-06-25 13:00:00
2019,"WOR","strips",30,14950.446,741,2019-07-03 05:10:00,2019-07-03 17:30:00
2019,"WOR","strips",32,0.054,1,2019-07-05 13:00:00,2019-07-05 13:00:00
2019,"WOR","strips",34,2.503,336,2019-08-10 07:50:00,2019-08-10 13:25:00
2019,"WOR","strips",36,8.513,276,2019-08-12 14:05:00,2019-08-12 18:40:00
2019,"WOR","strips",38,21.776,756,2019-08-18 02:50:00,2019-08-18 15:25:00
2019,"WOR","strips",40,15.588,716,2019-08-20 05:00:00,2019-08-20 16:55:00
2019,"WOR","strips",42,115.627,756,2019-08-29 07:00:00,2019-08-29 19:35:00
2019,"WOR","strips",44,210.432,3886,2019-09-08 02:35:00,2019-09-10 19:20:00
2019,"WOR","strips",46,57.029,616,2019-09-11 07:55:00,2019-09-11 18:10:00
2019,"WOR","strips",48,5.479,196,2019-09-12 17:05:00,2019-09-12 20:20:00
2019,"WOR","strips",50,8.762,161,2019-09-14 17:40:00,2019-09-14 20:20:00
2019,"WOR","strips",52,3.938,166,2019-09-18 12:10:00,2019-09-18 14:55:00
2019,"WOR","strips",54,10.962,291,2019-09-19 14:35:00,2019-09-19 19:25:00
2019,"WOR","strips",56,79.044,1666,2019-09-21 17:15:00,2019-09-22 21:00:00
2019,"WOR","strips",58,0.07,6,2019-09-23 10:50:00,2019-09-23 10:55:00
2019,"WOR","strips",60,0.447,26,2019-10-09 20:55:00,2019-10-09 21:20:00
2019,"WOR","strips",62,2.135,16,2019-10-10 12:50:00,2019-10-10 13:05:00
2019,"WOR","strips",64,1095.795,1161,2019-10-21 00:55:00,2019-10-21 20:15:00
2020,"WOR","strips",2,2.222,61,2020-03-28 15:45:00,2020-03-28 16:45:00
2020,"WOR","strips",4,0.261,6,2020-04-22 18:55:00,2020-04-22 19:00:00
2020,"WOR","strips",6,278.536,61,2020-05-25 19:05:00,2020-05-25 20:05:00
2020,"WOR","strips",8,42.051,56,2020-05-26 16:35:00,2020-05-26 17:30:00
2020,"WOR","strips",10,0.427,16,2020-07-11 18:30:00,2020-07-11 18:45:00
2020,"WOR","strips",12,104.987,1616,2020-07-14 18:50:00,2020-07-15 21:45:00
2020,"WOR","strips",14,1.86,816,2020-07-21 20:25:00,2020-07-22 10:00:00
2020,"WOR","strips",16,17.427,1001,2020-07-29 19:45:00,2020-07-30 12:25:00
2020,"WOR","strips",18,6.717,201,2020-08-06 16:15:00,2020-08-06 19:35:00
2020,"WOR","strips",20,1.525,91,2020-08-07 08:05:00,2020-08-07 09:35:00
2020,"WOR","strips",22,14.38,236,2020-08-10 11:05:00,2020-08-10 15:00:00
2020,"WOR","strips",24,1.653,96,2020-08-11 08:20:00,2020-08-11 09:55:00
2020,"WOR","strips",26,0.904,6,2020-08-14 23:50:00,2020-08-14 23:55:00
2020,"WOR","strips",28,0.092,1,2020-08-22 09:10:00,2020-08-22 09:10:00
2020,"WOR","strips",30,22.212,381,2020-08-31 06:20:00,2020-08-31 12:40:00
2020,"WOR","strips",32,80.075,1441,2020-09-01 11:35:00,2020-09-02 11:35:00
2020,"WOR","strips",34,680.49,6166,2020-09-08 15:40:00,2020-09-12 22:25:00
2021,"WOR","strips",2,1321.033,4941,2021-05-18 12:05:00,2021-05-21 22:25:00
2021,"WOR","strips",4,3.369,6,2021-09-21 11:35:00,2021-09-21 11:40:00
